Round,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
Second Round,Wed,2016-09-07,22:00 (15:00),Mallorca,1–0,Reus,4790,Iberostar Estadi,Juan Pulido,Match Report,Required Extra Time
Second Round,Thu,2016-09-08,19:00 (12:00),Huesca,1–0,Girona,2012,Estadio El Alcoraz,Saúl Ais,Match Report,
Second Round,Thu,2016-09-08,20:00 (13:00),UCAM Murcia,4–3,Oviedo,2964,Estadio Nueva Condomina,Guillermo Cuadra,Match Report,Required Extra Time
Second Round,Thu,2016-09-08,22:00 (15:00),Alcorcón,1–0,Getafe,1947,Estadio Santo Domingo,Jorge Valdés Aller,Match Report,
Third Round,Tue,2016-10-11,21:00 (14:00),Elche,0–1,Alcorcón,5470,Estadio Manuel Martínez Valero,Jorge Figueroa,Match Report,
Third Round,Wed,2016-10-12,12:00 (05:00),Tudelano,(3) 0–0 (4),SD Formentera,1500,Estadio Municipal Ciudad de Tudela,Daniel Baiges,Match Report,SD Formentera won on penalty kicks following extra time
Third Round,Wed,2016-10-12,12:00 (05:00),Mallorca,1–2,UCAM Murcia,5651,Iberostar Estadi,David Medié,Match Report,
Third Round,Wed,2016-10-12,17:00 (10:00),Rayo Vallecano,(4) 1–1 (5),Gimnàstic,5282,Estadio del Rayo Vallecano,Rubén Eiriz,Match Report,Gimnàstic won on penalty kicks following extra time
Third Round,Wed,2016-10-12,17:00 (10:00),Cirbonero,1–2,Guijuelo,1500,Estadio Fernando Torres,Ibai Rezola,Match Report,Required Extra Time
Third Round,Wed,2016-10-12,18:00 (11:00),Leonesa,2–1,Albacete,3616,Estadio Municipal Reino de León,Javier Villanueva,Match Report,Required Extra Time
Third Round,Wed,2016-10-12,18:00 (11:00),Hércules,2–1,Cornellà,6000,Estadio José Rico Pérez,Santiago Varón,Match Report,
Third Round,Wed,2016-10-12,18:00 (11:00),Santander,2–0,Amorebieta,9719,Campos de Sport de El Sardinero,Leandro Carbajales,Match Report,
Third Round,Wed,2016-10-12,19:00 (12:00),Toledo,4–1,Caudal,2500,Estadio Municipal Salto del Caballo,Pedro Muñoz,Match Report,
Third Round,Wed,2016-10-12,19:00 (12:00),Cádiz,1–2,Córdoba,9500,Estadio Ramón de Carranza,Oliver De La Fuente,Match Report,
Third Round,Wed,2016-10-12,21:00 (14:00),Valladolid,3–1,Tenerife,4210,Estadio Municipal José Zorrilla,Pedro Pérez,Match Report,Required Extra Time
Round of 32,Wed,2016-10-26,21:00 (14:00),Leonesa,1–7,Real Madrid,11516,Estadio Municipal Reino de León,Daniel Trujillo,Match Report,Leg 1 of 2
Round of 32,Tue,2016-11-29,20:00 (13:00),Leganés,1–3,Valencia,6780,Estadio Municipal de Butarque,José González,Match Report,Leg 1 of 2
Round of 32,Tue,2016-11-29,21:00 (14:00),Alcorcón,1–1,Espanyol,1687,Estadio Santo Domingo,Jesús Gil,Match Report,Leg 1 of 2
Round of 32,Tue,2016-11-29,21:00 (14:00),Sporting Gijón,1–2,Eibar,11806,Estadio Municipal El Molinón,José Sánchez,Match Report,Leg 1 of 2
Round of 32,Tue,2016-11-29,22:00 (15:00),Betis,1–0,La Coruña,18774,Estadio Benito Villamarín,Ricardo de Burgos,Match Report,Leg 1 of 2
Round of 32,Wed,2016-11-30,19:00 (12:00),SD Formentera,1–5,Sevilla,2416,Estadio Municipal,Juan Martínez,Match Report,Leg 1 of 2
Round of 32,Wed,2016-11-30,19:00 (12:00),Toledo,0–3,Villarreal,3900,Estadio Municipal Salto del Caballo,Javier Estrada,Match Report,Leg 1 of 2
Round of 32,Wed,2016-11-30,19:00 (12:00),Real Madrid,6–1,Leonesa,47656,Estadio Santiago Bernabéu,Mario Melero,Match Report,Leg 2 of 2; Real Madrid won
Round of 32,Wed,2016-11-30,21:00 (14:00),Granada,1–0,Osasuna,8872,Estadio Nuevo Los Cármenes,Iñaki Bikandi,Match Report,Leg 1 of 2
Round of 32,Wed,2016-11-30,21:00 (14:00),UCAM Murcia,0–1,Celta Vigo,5103,Estadio de La Condomina,Alfonso Álvarez,Match Report,Leg 1 of 2
Round of 32,Wed,2016-11-30,21:00 (14:00),Córdoba,2–0,Málaga,6217,Estadio Nuevo Arcángel,Antonio Matéu Lahoz,Match Report,Leg 1 of 2
Round of 32,Wed,2016-11-30,21:00 (14:00),Guijuelo,0–6,Atlético Madrid,15528,Estadio Municipal de Guijuelo,Alberto Undiano,Match Report,Leg 1 of 2
Round of 32,Wed,2016-11-30,22:00 (15:00),Hércules,1–1,Barcelona,14250,Estadio José Rico Pérez,Daniel Ocón,Match Report,Leg 1 of 2
Round of 32,Thu,2016-12-01,20:00 (13:00),Valladolid,1–3,Real Sociedad,7280,Estadio Municipal José Zorrilla,Alejandro Hernández,Match Report,Leg 1 of 2
Round of 32,Thu,2016-12-01,21:00 (14:00),Huesca,2–2,Las Palmas,2246,Estadio El Alcoraz,Ignacio Iglesias,Match Report,Leg 1 of 2
Round of 32,Thu,2016-12-01,21:00 (14:00),Gimnàstic,0–3,Alavés,3032,Nou Estadi de Tarragona,Santiago Jaime,Match Report,Leg 1 of 2
Round of 32,Thu,2016-12-01,22:00 (15:00),Santander,1–2,Athletic Bilbao,10661,Campos de Sport de El Sardinero,José Luis Munuera,Match Report,Leg 1 of 2
Round of 32,Tue,2016-12-20,19:00 (12:00),Villarreal,1–1,Toledo,12157,Estadio de la Cerámica,Alfonso Álvarez,Match Report,Leg 2 of 2; Villarreal won
Round of 32,Tue,2016-12-20,20:00 (13:00),Real Sociedad,1–1,Valladolid,13161,Estadio Municipal de Anoeta,Alberto Undiano,Match Report,Leg 2 of 2; Real Sociedad won
Round of 32,Tue,2016-12-20,20:00 (14:00),Las Palmas,2–1,Huesca,10195,Estadio de Gran Canaria,Antonio Matéu Lahoz,Match Report,Leg 2 of 2; Las Palmas won
Round of 32,Tue,2016-12-20,21:00 (14:00),Málaga,3–4,Córdoba,15351,Estadio La Rosaleda,Daniel Ocón,Match Report,Leg 2 of 2; Córdoba won
Round of 32,Tue,2016-12-20,21:00 (14:00),Atlético Madrid,4–1,Guijuelo,23478,Estadio Vicente Calderón,Javier Estrada,Match Report,Leg 2 of 2; Atlético Madrid won
Round of 32,Wed,2016-12-21,19:00 (12:00),Eibar,3–1,Sporting Gijón,4085,Estadio Municipal de Ipurúa,Jesús Gil,Match Report,Leg 2 of 2; Eibar won
Round of 32,Wed,2016-12-21,19:00 (12:00),Sevilla,9–1,SD Formentera,10930,Estadio Ramón Sánchez Pizjuán,Ignacio Iglesias,Match Report,Leg 2 of 2; Sevilla won
Round of 32,Wed,2016-12-21,21:00 (14:00),La Coruña,3–1,Betis,17145,Estadio Municipal de Riazor,José González,Match Report,Leg 2 of 2; La Coruña won
Round of 32,Wed,2016-12-21,21:00 (14:00),Osasuna,2–0,Granada,9464,Estadio El Sadar,Carlos del Cerro,Match Report,Leg 2 of 2; Osasuna won
Round of 32,Wed,2016-12-21,21:00 (14:00),Valencia,2–1,Leganés,22041,Estadio de Mestalla,Mario Melero,Match Report,Leg 2 of 2; Valencia won
Round of 32,Wed,2016-12-21,22:00 (15:00),Barcelona,7–0,Hércules,64025,Camp Nou,José Luis Munuera,Match Report,Leg 2 of 2; Barcelona won
Round of 32,Thu,2016-12-22,20:00 (13:00),Celta Vigo,1–0,UCAM Murcia,9161,Estadio de Balaídos,Iñaki Bikandi,Match Report,Leg 2 of 2; Celta Vigo won
Round of 32,Thu,2016-12-22,20:00 (13:00),Alavés,3–0,Gimnàstic,11043,Estadio de Mendizorroza,Carlos Clos Gómez,Match Report,Leg 2 of 2; Alavés won
Round of 32,Thu,2016-12-22,21:00 (14:00),Athletic Bilbao,3–0,Santander,29633,San Mamés,Daniel Trujillo,Match Report,Leg 2 of 2; Athletic Bilbao won
Round of 32,Thu,2016-12-22,21:00 (14:00),Espanyol,(3) 1–1 (4),Alcorcón,9143,RCDE Stadium,Ricardo de Burgos,Match Report,Leg 2 of 2; Alcorcón won on penalty kicks following extra time
Round of 16,Tue,2017-01-03,19:00 (12:00),Osasuna,0–3,Eibar,12651,Estadio El Sadar,José González,Match Report,Leg 1 of 2
Round of 16,Tue,2017-01-03,19:00 (12:00),Valencia,1–4,Celta Vigo,33958,Estadio de Mestalla,Javier Estrada,Match Report,Leg 1 of 2
Round of 16,Tue,2017-01-03,20:15 (14:15),Las Palmas,0–2,Atlético Madrid,26032,Estadio de Gran Canaria,Juan Martínez,Match Report,Leg 1 of 2
Round of 16,Tue,2017-01-03,21:15 (14:15),La Coruña,2–2,Alavés,17887,Estadio Municipal de Riazor,Alejandro Hernández,Match Report,Leg 1 of 2
Round of 16,Wed,2017-01-04,19:00 (12:00),Real Sociedad,3–1,Villarreal,16414,Estadio Municipal de Anoeta,Carlos Clos Gómez,Match Report,Leg 1 of 2
Round of 16,Wed,2017-01-04,19:00 (12:00),Alcorcón,0–0,Córdoba,2250,Estadio Santo Domingo,Eduardo Prieto,Match Report,Leg 1 of 2
Round of 16,Wed,2017-01-04,21:15 (14:15),Real Madrid,3–0,Sevilla,78969,Estadio Santiago Bernabéu,Antonio Matéu Lahoz,Match Report,Leg 1 of 2
Round of 16,Thu,2017-01-05,21:15 (14:15),Athletic Bilbao,2–1,Barcelona,45772,San Mamés,David Fernández,Match Report,Leg 1 of 2
Round of 16,Tue,2017-01-10,21:15 (14:15),Atlético Madrid,2–3,Las Palmas,21357,Estadio Vicente Calderón,José Sánchez,Match Report,Leg 2 of 2; Atlético Madrid won
Round of 16,Wed,2017-01-11,19:00 (12:00),Alavés,1–1,La Coruña,16765,Estadio de Mendizorroza,Javier Estrada,Match Report,Leg 2 of 2; La Coruña won
Round of 16,Wed,2017-01-11,19:00 (12:00),Córdoba,1–2,Alcorcón,10110,Estadio Nuevo Arcángel,Alberola Rojas,Match Report,Leg 2 of 2; Alcorcón won
Round of 16,Wed,2017-01-11,19:00 (12:00),Villarreal,1–1,Real Sociedad,14298,Estadio de la Cerámica,David Fernández,Match Report,Leg 2 of 2; Real Sociedad won
Round of 16,Wed,2017-01-11,21:15 (14:15),Barcelona,3–1,Athletic Bilbao,71455,Camp Nou,Jesús Gil,Match Report,Leg 2 of 2; Barcelona won
Round of 16,Thu,2017-01-12,19:00 (12:00),Eibar,0–0,Osasuna,3627,Estadio Municipal de Ipurúa,Santiago Jaime,Match Report,Leg 2 of 2; Eibar won
Round of 16,Thu,2017-01-12,19:00 (12:00),Celta Vigo,2–1,Valencia,9970,Estadio de Balaídos,Alejandro Hernández,Match Report,Leg 2 of 2; Celta Vigo won
Round of 16,Thu,2017-01-12,21:15 (14:15),Sevilla,3–3,Real Madrid,36943,Estadio Ramón Sánchez Pizjuán,Alberto Undiano,Match Report,Leg 2 of 2; Real Madrid won
Quarter-finals,Wed,2017-01-18,19:15 (12:15),Alcorcón,0–2,Alavés,3398,Estadio Santo Domingo,Alfonso Álvarez,Match Report,Leg 1 of 2
Quarter-finals,Wed,2017-01-18,21:15 (14:15),Real Madrid,1–2,Celta Vigo,58196,Estadio Santiago Bernabéu,David Fernández,Match Report,Leg 1 of 2
Quarter-finals,Thu,2017-01-19,19:15 (12:15),Atlético Madrid,3–0,Eibar,24826,Estadio Vicente Calderón,Antonio Matéu Lahoz,Match Report,Leg 1 of 2
Quarter-finals,Thu,2017-01-19,21:15 (14:15),Real Sociedad,0–1,Barcelona,28461,Estadio Municipal de Anoeta,José González,Match Report,Leg 1 of 2
Quarter-finals,Tue,2017-01-24,19:15 (12:15),Alavés,0–0,Alcorcón,11287,Estadio de Mendizorroza,Ignacio Iglesias,Match Report,Leg 2 of 2; Alavés won
Quarter-finals,Wed,2017-01-25,19:15 (12:15),Eibar,2–2,Atlético Madrid,4000,Estadio Municipal de Ipurúa,Santiago Jaime,Match Report,Leg 2 of 2; Atlético Madrid won
Quarter-finals,Wed,2017-01-25,21:15 (14:15),Celta Vigo,2–2,Real Madrid,23491,Estadio de Balaídos,José Sánchez,Match Report,Leg 2 of 2; Celta Vigo won
Quarter-finals,Thu,2017-01-26,21:15 (14:15),Barcelona,5–2,Real Sociedad,58560,Camp Nou,Juan Martínez,Match Report,Leg 2 of 2; Barcelona won
Semi-finals,Wed,2017-02-01,21:00 (14:00),Atlético Madrid,1–2,Barcelona,48124,Estadio Vicente Calderón,Ricardo de Burgos,Match Report,Leg 1 of 2
Semi-finals,Thu,2017-02-02,21:00 (14:00),Celta Vigo,0–0,Alavés,18989,Estadio de Balaídos,José González,Match Report,Leg 1 of 2
Semi-finals,Tue,2017-02-07,21:00 (14:00),Barcelona,1–1,Atlético Madrid,67734,Camp Nou,Jesús Gil,Match Report,Leg 2 of 2; Barcelona won
Semi-finals,Wed,2017-02-08,21:00 (14:00),Alavés,1–0,Celta Vigo,19307,Estadio de Mendizorroza,Antonio Matéu Lahoz,Match Report,Leg 2 of 2; Alavés won
Final,Sat,2017-05-27,21:30 (14:30),Barcelona,3–1,Alavés,50000,Estadio Vicente Calderón,Carlos Clos Gómez,Match Report,
